Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,62.69700,13.66600,49.03100,7.28200,31.48400,274.39800,-225.36700,23.81900,-201.54800,-13.72400,-187.82400,-187.82400,-130.89600,19.96790,-225.36700,116.38200,116.38200,-1.12000,-1.12000,2.48810,0.25070,0.35430,78.20310,-359.45430,-359.45430,-321.46360,-208.77550,0.05310,1.75360,51.32400,-27.00330,210.29850,-15.89500,-20.23470,4.49030,0.17,0.1633
2024-06-30,63.73700,13.28300,50.45400,10.12200,34.07200,420.09500,-369.64100,41.55400,-328.08700,-21.90000,-306.18700,-306.18700,-213.63500,10.79100,-369.64100,117.75000,117.75000,-1.81000,-1.81000,2.39980,0.21030,0.28180,79.15970,-579.94730,-579.94730,-514.75120,-335.18210,0.04480,1.44270,62.38450,-34.54710,219.91290,-21.52580,-27.28320,5.67640,0.1188,0.1154
2024-03-31,63.48000,13.09800,50.38200,10.13200,38.64300,66.63100,-16.24900,2.75100,-13.49800,-0.78000,-12.71800,-12.71800,-9.51800,0.30300,-16.24900,117.43350,117.43350,-0.08000,-0.08000,2.29550,0.16680,0.21170,79.36670,-25.59700,-25.59700,-21.26340,-14.99370,0.03510,1.12050,80.32370,-1.06420,6.20150,-0.70260,-0.88670,7.61030,0.14130,0.13900
2023-12-31,65.93200,12.51300,53.41900,11.56900,40.17200,63.49900,-10.08000,-2.10700,-12.18700,1.17500,-13.36200,-13.36200,-10.23300,6.58400,-10.08000,112.76500,112.76500,-0.10000,-0.10000,2.30800,0.16820,0.21370,81.02140,-15.28840,-15.28850,-18.48420,-15.52050,0.03610,1.11280,80.87740,-1.11430,6.71370,-0.73180,-0.92680,7.68920,0.0468,0.0412
2023-09-30,65.32500,11.89500,53.43000,10.75900,37.34900,348.80800,-295.37800,29.15600,-266.22200,-17.53400,-248.68800,-248.68800,-171.52600,8.67000,-295.37800,114.52750,114.52750,-1.50000,-1.50000,2.55130,0.16960,0.21570,81.79110,-452.16680,-452.16680,-407.53460,-262.57330,0.03590,1.58140,56.91110,-20.66460,120.39340,-13.66770,-17.15900,7.74360,0.077,0.0748
2023-06-30,60.95700,11.16800,49.78900,10.22900,38.37200,61.86000,-12.07100,-1.01800,-13.08900,-1.48400,-11.60500,-11.60500,-8.56600,4.05200,-12.07100,111.76900,111.76900,-0.08000,-0.08000,2.84240,0.14620,0.17950,81.67890,-19.80250,-19.80250,-21.47250,-14.05250,0.02900,1.36920,65.73010,-0.79730,5.94920,-0.55130,-0.68080,9.41230,0.1033,0.0971
2023-03-31,59.20100,11.90600,47.29500,9.88400,37.50200,59.56600,-12.27100,-4.41100,-16.68200,-0.71000,-15.97200,-15.97200,-12.06300,3.70900,-12.27100,108.23400,108.23400,-0.11000,-0.11000,2.78830,0.14710,0.17950,79.88890,-20.72770,-20.72770,-28.17860,-20.37630,0.02800,1.14290,78.75020,-1.09110,8.01930,-0.75450,-0.93060,9.48220,0.13820,0.12580
2022-12-31,60.59900,9.79500,50.80400,10.12900,39.64400,61.34100,-10.53700,-0.62000,-11.15700,-17.04400,5.88700,5.88700,9.86500,4.86600,-10.53700,101.11400,101.11400,0.11000,0.11000,2.94250,0.14720,0.17840,83.83640,-17.38810,-17.38810,-18.41120,16.27920,0.02850,1.03060,87.32670,0.39720,-3.04220,0.27730,0.33880,10.26950,-0.0349,-0.0837
2022-09-30,57.38200,9.72400,47.65800,9.20500,35.53300,57.72000,-10.06200,3.16200,-6.90000,-0.01500,-6.88500,-6.88500,-3.02000,5.58900,-10.06200,102.90460,102.90460,-0.03000,-0.03000,3.30900,0.14920,0.18000,83.05390,-17.53510,-17.53510,-12.02470,-5.26300,0.02710,1.70330,52.83900,-0.46600,3.32380,-0.32480,-0.39650,9.61050,0.0933,0.0756
2022-06-30,54.54800,11.77800,42.77000,8.70600,33.64100,54.64800,-11.87800,1.52300,-10.35500,-0.21300,-10.14200,-10.14200,-5.48600,6.18700,-11.87800,99.20370,99.20370,-0.06000,-0.06000,3.32430,0.14900,0.17970,78.40800,-21.77530,-21.77530,-18.98330,-10.05720,0.02570,1.71890,52.35870,-0.68130,4.91240,-0.47780,-0.57980,9.75040,0.1532,0.1455
