Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.42850,1.85360,-3.28210,0.05050,-3.23160,-3.23160,-3.23160,-3.23160,-3.11670,-3.28210,1.76600,1.76600,-1.83000,-1.83000,7.35380,,0.00070,-26.84600,-26.84600,-23.79660,-26.84600,3.95450,9.7506,10.006
2024-06-30,1.88110,1.32510,-3.20620,-0.00350,-3.20970,-3.20970,-3.20970,-3.20970,-3.04240,-3.20620,0.58630,0.58630,-5.47000,-5.47000,1.23140,,0.00420,-104.08290,-104.08280,-62.60460,-104.08280,3.94970,3.3424,3.2773
2024-03-31,1.80700,1.14120,-2.94820,-0.02430,-2.97250,-2.97250,-2.97250,-2.97250,-2.78460,-2.94820,0.41200,0.41200,-7.20290,-7.20290,1.21450,,0.00540,-92.42420,-92.42440,-54.09900,-92.42440,7.70640,-21.23110,-21.42890
2023-12-31,4.98490,1.81220,-6.79720,-0.13750,-6.93470,-6.93470,-6.93470,-6.93470,-6.62480,-6.79720,0.07540,0.07540,-147.74080,-147.74080,0.05660,-0.00060,-0.43980,100.95010,100.95010,-198.62020,101.01540,-70.60560,-47.9503,-50.4713
2023-09-30,3.92390,1.82580,-5.74970,-0.22940,-5.97910,-5.97910,-5.97910,-5.97910,-5.59500,-5.74970,0.08240,0.08240,-72.60000,-72.60000,0.50630,-0.10040,-31.40740,6206.92700,6206.58900,-101.85330,6829.92600,-1.33090,-143.0393,-143.4521
2023-06-30,4.45590,1.90640,-6.36240,-0.25390,-6.61630,-6.61630,-6.61630,-6.61630,-6.20710,-6.36240,0.97460,0.97460,-6.79000,-6.79000,0.18530,-0.00230,-1.31670,108.49030,108.49040,-126.56860,108.73510,-121.44240,67.5336,68.2839
2023-03-31,2.12860,1.72140,-3.85000,-0.15490,-4.00490,-4.00490,-4.00490,-4.00490,-3.74940,-3.85000,0.04710,0.04710,-84.99400,-84.99400,0.56370,0.17510,61.67590,-4907.25000,-4907.10700,-55.91110,-4048.03900,1.73270,-75.92730,-76.71570
2022-12-31,1.93170,2.54350,-4.47520,-0.12980,-4.60500,-4.60500,-4.60500,-4.60500,-4.38550,-4.47520,0.05020,0.05020,-73.82960,-73.82960,1.12220,0.00550,1.29770,-118.62430,-118.62440,-40.37710,-117.97150,77.28510,-68.6544,-71.4913
2022-09-30,2.12310,1.84520,-3.96840,-0.05890,-4.02720,-4.02720,-4.02720,-4.02720,-3.86690,-3.96840,0.04710,0.04710,-86.43460,-86.43460,1.84740,0.00300,0.60260,-48.13520,-48.13520,-26.19060,-47.98840,177.62590,-72.1761,-72.1761
2022-06-30,2.17820,1.87060,-4.04880,0.00840,-4.04040,-4.04040,-4.04040,-4.04040,-3.94740,-4.04880,0.04710,0.04710,-86.43460,-86.43460,10.93890,0.00240,0.00370,-33.15960,-33.15950,-29.27040,-33.07910,258.69130,-93.6732,-93.6732
2022-03-31,2.76230,2.24710,-5.00930,0.00580,-5.00350,-5.00350,-5.00350,-5.00350,-4.90790,-5.00930,0.04710,0.04710,-105.64230,-105.64230,8.93560,0.00210,0.00310,-31.23560,-31.23560,-27.14480,-31.17020,340.08330,-82.04500,-82.26580
2021-12-31,1.26200,1.38400,-2.64600,-0.00660,-2.65400,-2.65400,-2.65400,-2.65400,-2.46680,-2.64600,0.03430,0.03430,-76.83100,-76.83100,16.04710,0.00180,0.00250,-12.73300,-12.73300,-11.59650,-12.71010,442.51930,-304.1691,-327.93
2021-09-30,5.79140,9.48810,-15.27950,-0.01060,-15.29010,-15.29010,-15.29010,-15.29010,-15.10200,-15.27950,,,,0.00000,,,,,,,,,0,0
2021-06-30,0.79360,0.62900,-1.42260,-0.00970,-1.43230,-1.43230,-1.43230,-1.43230,-1.24600,-1.42260,,,,0.00000,,,,,,,,,0,0
2021-03-31,0.56250,0.76760,-1.33020,-0.00380,-1.33390,-1.33390,-1.33390,-1.33390,-1.15550,-1.33020,,,,0.00000,,,,,,,,,0.00000,
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
