Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2.58400,1.88500,0.69900,2.18900,2.18900,-1.49000,-0.57300,-2.06300,-2.06300,-2.06300,-2.06300,-1.20700,-1.49000,3.16000,3.16000,-0.65000,-0.65000,1.10760,0.18380,0.64960,27.05110,-57.66250,-57.66250,-79.83750,-79.83750,0.29150,1.31180,1.55200,57.99150,-63.30160,-64.16800,-23.27650,-51.66540,0.52330,1.411,1.46
2024-06-30,4.26800,2.70200,1.56600,2.74800,2.74800,-1.18200,-0.75000,-1.93200,-1.93200,-1.93200,-1.93200,-0.89400,-1.18200,1.59100,1.59100,-1.21000,-1.21000,0.73140,0.59540,11.06260,36.69170,-27.69450,-27.69450,-45.26710,-45.26710,0.43190,3.03250,1.38570,64.94850,-378.08100,-414.59160,-19.54870,-152.96910,0.16170,0.0886,0.1726
2024-03-31,3.13200,3.10900,0.02300,3.88400,3.88400,-3.86100,-0.11600,-3.97700,-3.97700,-3.97700,-3.97700,-3.55200,-3.86100,0.29100,0.29100,-13.65000,-13.65000,0.27310,-0.26330,-1.29400,0.73440,-123.27590,-123.27590,-126.97960,-126.97960,0.49350,3.81940,2.74980,32.72990,97.28480,96.20220,-62.65950,122.89870,-13.27270,-3.63920,-3.82820
2023-12-31,4.08400,3.80300,0.28100,2.55100,3.23700,-2.95600,-1.28400,-4.24000,-4.24000,-4.24000,-4.24000,-2.55700,-2.95600,0.16520,0.16520,1.25000,1.25000,0.91150,1.07680,-15.37150,6.88050,-72.38000,-72.38000,-103.81980,-103.81980,0.61360,5.60910,3.26980,27.52450,1472.22200,1265.67300,-63.70190,-113.00640,-1.01050,-13.129,-14.7701
2023-09-30,3.28900,3.27700,0.01200,2.38700,2.38700,-2.37500,-0.05600,-2.43100,-2.43100,-2.43100,-2.43100,-1.98600,-2.37500,0.17600,0.17600,-13.83000,-13.83000,2.60780,0.51140,1.14350,0.36490,-72.21040,-72.21040,-73.91300,-73.91300,0.32660,5.96900,1.94500,46.27240,-61.54430,-62.28540,-24.13860,-30.06800,13.85240,3.6704,3.6023
2023-06-30,4.22100,3.66800,0.55300,2.38000,2.38000,-1.82700,1.18900,-0.63800,-0.63800,-0.63800,-0.63800,-1.44900,-1.82700,0.13200,0.13200,-4.83000,-4.83000,2.47060,0.53620,1.25820,13.10120,-43.28360,-43.28360,-15.11490,-15.11490,0.43100,7.61000,1.57970,56.97230,-17.43170,-17.66340,-6.51490,-8.08520,25.89320,8.8797,9.9563
2023-03-31,2.45500,2.47900,-0.02400,2.69100,2.69100,-2.71500,-0.16400,-2.87900,-2.87900,-2.87900,-2.87900,-2.38100,-2.71500,0.06500,0.06500,-44.19000,-44.19000,2.27300,0.50170,1.09360,-0.97760,-110.59060,-110.59060,-117.27090,-117.27090,0.21770,2.42560,2.75840,32.62730,-67.03140,-67.80500,-25.53210,-33.40300,43.16580,-51.06150,-56.61540
2022-12-31,3.07600,3.00500,0.07100,2.69900,2.69900,-2.62800,-0.37400,-3.00200,-3.00200,-3.00200,-3.00200,-2.24700,-2.62800,0.01280,0.01280,-114.20000,-114.20000,0.38580,2.03710,-2.90090,2.30820,-85.43560,-85.43560,-97.59420,-97.59430,0.44160,5.12800,2.78370,32.33090,137.70630,134.61880,-43.10120,-142.81630,-120.11020,-197.5781,-227.4655
2022-09-30,2.75400,2.57200,0.18200,1.92800,1.92800,-1.74600,-0.32300,-2.06900,-2.06900,-2.06900,-2.06900,-1.53300,-1.74600,0.01450,0.01450,-142.60000,-142.60000,0.73220,1.09620,-18.78680,6.60860,-63.39870,-63.39870,-75.12710,-75.12710,0.31850,5.72830,3.36670,26.73200,544.47220,544.47350,-23.92460,-52.36650,-25.86740,-41.282,-163.496
2022-06-30,2.98500,2.77900,0.20600,2.73300,2.73300,-2.52700,-2.24900,-4.77600,-4.77600,-4.77600,-4.77600,-1.77900,-2.52700,0.01170,0.01170,-408.80000,-408.80000,1.56190,0.68120,3.77780,6.90120,-84.65660,-84.65660,-160.00000,-160.00000,0.31690,7.05330,3.77850,23.81910,-308.52730,-308.52710,-50.71140,-98.37280,107.42110,-327.3571,-327.929
