Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.01700,3.01700,2.61400,2.13400,-1.73100,-0.30000,-2.03100,-0.09600,-1.93500,-1.93500,-1.93500,,-1.73100,5.52600,5.52600,-0.40000,-0.40000,,,,,,,,,,,,,,,,,,
2024-06-30,0.15400,0.15400,2.75200,1.98300,-4.58100,-1.81600,-6.39700,-0.19900,-6.19800,-6.19800,-6.19800,-4.58100,-4.58100,5.16500,5.16500,-1.20000,-1.20000,2.80030,0.88880,8.37110,100.00000,-2974.67600,-2974.67600,-4153.89600,-4024.67500,0.01010,0.19490,461.68830,-494.65050,-494.65270,-40.69330,-55.02000,0.23160,-1.7396,-1.7396
2023-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,4.1737,4.1822
2023-06-30,,,2.93600,2.74100,-5.67700,-0.23100,-5.90800,-0.22500,-5.68300,-5.68300,-5.68300,-5.67700,-5.67700,2.70600,2.70600,-2.10000,-2.10000,2.80670,0.79810,4.13890,,,,,,,,,-224.18180,-224.18150,-33.92030,-45.25760,0.91710,1.437,1.5393
2022-06-30,,,4.11200,2.14700,-6.25900,1.31400,-4.94500,-0.17700,-4.76800,-4.76800,-4.76800,-6.25900,-6.25900,2.38400,2.38400,-2.00000,-2.00000,6.47210,0.31590,0.48220,,,,,,,,,-23.66250,-23.76280,-14.02190,-16.18740,8.45430,-2.0768,-2.1094
2022-03-31,,,4.80400,1.59500,-6.39900,0.36100,-6.03800,-0.24700,-5.79100,-5.79100,-5.79100,-6.39900,-6.39900,2.31640,2.31640,-2.50000,-2.50000,7.54900,0.27190,0.39000,,,,,,,,,-21.94480,-22.02070,-14.09590,-15.97690,11.37260,-3.53390,-3.61210
2021-12-31,,,6.16200,1.55900,-7.72100,0.67400,-7.04700,1.32300,-8.37000,-8.37000,-8.37000,-7.72100,-7.72100,1.94930,1.94930,-4.00000,-4.00000,8.02800,0.09110,0.11380,,,,,,,,,-25.80390,-25.87810,-20.84010,-23.45390,13.97910,-2.0879,-2.1768
2021-09-30,,,4.41700,1.49500,-5.91200,0.23700,-5.67500,-0.42500,-5.25000,-5.25000,-5.25000,-5.91200,-5.91200,1.94440,1.94440,-2.70000,-2.70000,4.16040,0.16900,0.23210,,,,,,,,,-31.53150,-31.71250,-21.76980,-26.20150,,-3.0805,-3.2404
2021-06-30,,,5.11100,1.91500,-7.02600,-0.46200,-7.48800,-0.66900,-6.81900,-6.81900,-6.81900,-7.02600,-7.02600,1.89420,1.89420,-3.60000,-3.60000,4.87920,0.04270,0.05080,,,,,,,,,-31.23830,-31.37770,-24.65560,-29.90400,,-3.8158,-4.0754
2021-03-31,,,3.89300,1.28200,-5.17500,0.67500,-4.50000,-0.40700,-4.09300,-4.09300,-4.09300,-5.17500,-5.17500,1.77950,1.77950,-2.30000,-2.30000,5.40010,0.03650,0.03990,,,,,,,,,-14.72360,-14.77460,-11.72110,-14.18620,,-2.26750,-2.42600
2020-12-31,,,2.85600,1.79400,-4.65000,-0.12200,-4.77200,-0.50300,-4.26900,-4.26900,-4.26900,-4.65000,-4.65000,1.54350,1.54350,-2.70000,-2.70000,2.22240,,0.00280,,,,,,,,,-60.65640,-61.53070,-35.67910,-60.65640,4.34470,-2.8596,-2.9068
2020-09-30,,,2.96600,1.71900,-4.68500,0.09700,-4.58800,-0.57800,-4.01000,-4.01000,-4.01000,-4.68500,-4.68500,1.54230,1.54230,-2.60000,-2.60000,,,,,,,,,,,,,,,,,-1.7353,-1.7358
2020-06-30,,,2.57000,1.37200,-3.94200,0.00600,-3.93600,-0.29600,-3.64000,-3.64000,-3.64000,-3.94200,-3.94200,1.51670,1.51670,-2.40000,-2.40000,,,,,,,,,,,,,,,,,-1.5596,-1.5671
2020-03-31,,,2.51000,0.78100,-3.29100,0.01200,-3.27900,-0.18000,-3.09900,-3.09900,-3.09900,-3.29100,-3.29100,1.54950,1.54950,-2.00000,-2.00000,,,,,,,,,,,,,,,,,-1.90380,-1.94510
2019-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
