Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,6.68130,36.01890,-42.70020,0.77840,-41.92170,-41.92170,-41.92170,-41.92170,-42.59500,-42.70020,20.00100,20.00100,-2.09640,-2.09640,24.24100,,0.00050,-22.42670,-33.30950,-21.79650,-22.42670,9.34590,-0.9499,-0.9711
2024-06-30,5.87560,8.97010,-14.84560,4.01370,-10.83190,-10.83190,-10.83190,-10.83190,-14.74480,-14.84560,19.98940,19.98940,-0.55570,-0.55570,41.69660,,0.00080,-5.29750,-7.54850,-5.20790,-5.29750,10.22910,-0.99480,-0.99480
2024-03-31,8.78780,9.98830,-18.77610,2.82690,-15.94920,-15.94920,-15.94920,-15.94920,-18.66890,-18.77610,8.29240,8.29240,-1.13650,-1.13650,21.64580,,0.00100,-7.37010,-10.29500,-7.12370,-7.37010,10.82600,-2.1263,-2.1271
2023-12-31,5.46320,14.38320,-19.84640,-2.42790,-22.27440,-22.27440,-22.27440,-22.27440,-19.74370,-19.84640,8.77580,8.77580,-2.51330,-2.51330,5.75810,0.00030,0.00300,-25.02040,-35.63250,-23.38040,-25.01180,8.23160,-1.3568,-1.3579
2023-09-30,4.99050,5.37660,-10.36710,1.50550,-8.86160,-8.86160,-8.86160,-8.86160,-10.31410,-10.36710,6.16960,6.16960,-1.41690,-1.41690,2.89290,,,-24.57420,-66.66300,-20.63270,-24.57420,5.23570,-1.2095,-1.2095
2023-06-30,4.74840,4.70300,-9.45150,-1.34400,-10.79550,-10.79550,-10.79550,-10.79550,-9.40010,-9.45150,5.42200,5.42200,-1.97980,-1.97980,2.60830,,,-36.56660,-144.61930,-31.76560,-36.56660,5.25460,-1.46740,-1.46740
2023-03-31,5.99620,4.12650,-10.12260,-0.01880,-10.14140,-10.14140,-10.14140,-10.14140,-10.06770,-10.12260,4.87680,4.87680,-1.96430,-1.96430,4.09410,,,-27.79310,-74.59230,-24.87280,-27.79310,6.91520,-1.9265,-1.9276
2022-12-31,4.61250,4.30360,-8.91620,0.99610,-7.92010,-7.92010,-7.92010,-7.92010,-8.86710,-8.91620,4.96770,4.96770,-1.68210,-1.68210,6.89080,,,-19.07150,-40.93440,-17.69860,-19.07150,8.26110,-1.2711,-1.2693
2022-09-30,3.93900,5.50590,-9.44490,1.80360,-7.64130,-7.64130,-7.64130,-7.64130,-9.40060,-9.44490,4.75600,4.75600,-1.74800,-1.74800,7.84430,,,-15.52680,-29.35050,-14.43000,-15.52680,10.10330,-2.2742,-2.2729
2022-06-30,4.73620,5.75340,-10.48960,0.26630,-10.22340,-10.22340,-10.22340,-10.22340,-10.44810,-10.48960,4.62550,4.62550,-2.08430,-2.08430,7.52220,,,-19.14640,-30.81550,-17.50240,-19.14640,11.31170,-1.88580,-1.90990
2022-03-31,4.63590,8.29890,-12.93480,-1.39550,-14.33030,-14.33030,-14.33030,-14.33030,-12.89910,-12.93480,4.39960,4.39960,-3.00710,-3.00710,7.37920,,,-23.58650,-35.09630,-21.36760,-23.58650,13.19230,-1.9668,-1.9696
2021-12-31,3.93810,9.11890,-13.05700,-0.59910,-13.65610,-13.65610,-13.65610,-13.65610,-13.02220,-13.05700,4.51920,4.51920,-3.01710,-3.01710,11.40050,,,-19.31620,-26.95080,-18.08510,-19.31620,15.51120,-2.0999,-2.1034
2021-09-30,3.03300,10.55600,-13.58900,-0.39800,-13.98700,-13.98700,-13.98700,-13.98700,-13.55640,-13.58900,4.36010,4.36010,-3.32260,-3.32260,13.91940,,,-17.71440,-23.73460,-16.69460,-17.71440,17.61640,-2.3877,-2.3908
2021-06-30,2.42310,8.92610,-11.34910,-0.63340,-11.98260,-11.98260,-11.98260,-11.98260,-11.31820,-11.34910,4.14780,4.14780,-2.78620,-2.78620,9.92930,,,-19.29620,-28.40410,-17.76620,-19.29620,14.92580,-1.74310,-1.75270
2020-12-31,0.49450,4.36750,-4.86200,-0.03060,-8.77070,-8.77070,-8.77070,-8.77070,-4.86200,-4.86200,2.89890,2.89890,-2.92050,-2.92050,8.61500,,,-21.59560,-32.83300,-18.64140,-21.59560,11.01890,-3.3009,-3.3248
