Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2791.00000,2223.00000,568.00000,202.00000,-155.00000,357.00000,211.00000,-144.00000,67.00000,-13.00000,80.00000,80.00000,,22.00000,337.00000,211.00000,477.00000,477.00000,0.05000,0.05000,0.57180,1.33560,7.56000,7.56000,2.40060,0.78820,0.16000,1.65730,1.94410,0.45860,0.70960,9.57730,-0.194,-0.2973
2024-06-30,2201.00000,2204.00000,-3.00000,183.00000,-154.00000,337.00000,-340.00000,-142.00000,-482.00000,4.00000,-486.00000,-486.00000,,-325.00000,-213.00000,-340.00000,450.00000,450.00000,-0.72000,-0.72000,0.55160,1.23000,-15.44750,-15.44750,-21.89910,-14.76600,0.12240,-9.02340,-10.42700,-2.70180,-4.04630,11.32790,2.0118,1.798
2024-03-31,2468.00000,1987.00000,481.00000,193.00000,-153.00000,346.00000,135.00000,-154.00000,-19.00000,7.00000,-26.00000,-26.00000,,-37.00000,264.00000,135.00000,429.00000,429.00000,-0.09000,-0.09000,0.54020,1.17480,5.47000,5.47000,-0.76990,-1.49920,0.12300,-0.46220,-0.53220,-0.12960,-0.21250,13.02660,-0.58510,-0.76690
2023-12-31,2605.00000,2380.00000,225.00000,199.00000,-160.00000,359.00000,-134.00000,-63.00000,-197.00000,8.00000,-205.00000,-205.00000,,-135.00000,,-134.00000,382.00000,382.00000,-0.27000,-0.27000,0.54270,1.18670,-5.14400,-5.14400,-7.56240,-5.18230,0.12490,-3.37560,-3.85410,-0.98280,-1.54370,14.15510,0.5897,0.292
2023-09-30,3010.00000,2377.00000,633.00000,209.00000,-165.00000,374.00000,259.00000,-193.00000,66.00000,96.00000,-30.00000,-30.00000,,-6.00000,392.00000,259.00000,394.00000,394.00000,-0.01000,-0.01000,0.51630,1.06740,8.60470,8.60470,2.19270,-0.19930,0.13830,-0.45260,-0.51260,-0.13790,-0.21890,16.13430,3.7572,3.6056
2023-06-30,2559.00000,2310.00000,249.00000,215.00000,-160.00000,375.00000,-126.00000,-291.00000,-417.00000,2.00000,-419.00000,-419.00000,,-264.00000,3.00000,-126.00000,367.00000,367.00000,-0.72000,-0.72000,0.49620,0.98480,-4.92380,-4.92380,-16.29540,-10.31650,0.11520,-5.83000,-6.54990,-1.88620,-2.93730,18.26620,4.6846,4.378
2023-03-31,2673.00000,2260.00000,413.00000,229.00000,-158.00000,387.00000,26.00000,-400.00000,-374.00000,-16.00000,-358.00000,-358.00000,,-265.00000,148.00000,26.00000,354.00000,354.00000,-0.75000,-0.75000,0.45490,0.83460,0.97270,0.97270,-13.99180,-9.91400,0.10180,-4.21370,-4.65480,-1.36280,-2.29680,23.80050,0.74860,0.56210
2022-12-31,3101.00000,2951.00000,150.00000,329.00000,-142.00000,471.00000,-321.00000,-146.00000,-467.00000,-59.00000,-408.00000,-408.00000,,-250.00000,-192.00000,-321.00000,316.00000,316.00000,-0.87000,-0.85000,0.42610,0.74240,-10.35150,-10.35150,-15.05970,-8.06190,0.11110,-4.26870,-4.66980,-1.46160,-2.44990,27.03270,-6.97,-7.29
2022-09-30,3404.00000,3026.00000,378.00000,305.00000,-156.00000,461.00000,-83.00000,-139.00000,-222.00000,-7.00000,-215.00000,-215.00000,,-121.00000,48.00000,-83.00000,324.00000,324.00000,-0.37000,-0.37000,0.41940,0.72230,-2.43830,-2.43830,-6.52170,-3.55460,0.12370,-2.17900,-2.37990,-0.78130,-1.26520,29.23780,1.7171,1.4238
2022-06-30,3503.00000,3174.00000,329.00000,315.00000,-148.00000,463.00000,-134.00000,-151.00000,-285.00000,2.00000,-287.00000,-287.00000,,-125.00000,-7.00000,-134.00000,306.00000,306.00000,-0.41000,-0.41000,0.41260,0.70230,-3.82530,-3.82530,-8.13590,-3.56840,0.13020,-2.82540,-3.08370,-1.06710,-1.65970,31.47270,2.1701,1.6852
