Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,85.25200,26.05500,-111.30700,15.06900,-96.23800,0.12300,-96.36100,-96.36100,-96.36100,-114.35600,-111.30700,157.49900,157.49900,-0.61000,-0.61000,8.72400,0.55240,1.23440,-35.30200,-35.30200,-11.72330,-15.79960,1.73240,-0.458,-0.4613
2023-06-30,74.08100,22.76200,-96.84300,-2.58500,-99.42800,0.10700,-99.53500,-99.53500,-99.53500,-99.96100,-96.84300,157.05100,157.05100,-0.63000,-0.63000,11.46540,0.48980,0.95990,-28.39800,-28.39800,-11.12930,-14.48950,2.22720,-0.4908,-0.5039
2023-03-31,78.18100,21.37000,-99.55100,-4.65000,-104.20100,0.08500,-104.28600,-104.28600,-104.28600,-103.43600,-99.55100,156.64800,156.64800,-0.67000,-0.67000,13.35490,0.43760,0.77820,-24.15660,-24.15660,-11.20940,-13.58470,2.75390,-0.60600,-0.60810
2022-12-31,81.31200,25.93500,-107.24700,14.59900,-92.64800,,-92.80800,-92.80800,-92.80800,-111.57500,-107.24700,151.26600,151.26600,-0.59000,-0.59000,12.48070,0.39160,0.64360,-17.80530,-17.80530,-9.11830,-10.83300,3.33060,-0.5876,-0.5908
2022-09-30,71.38500,23.68000,-95.06500,-4.87300,-99.93800,,-99.93800,-99.93800,-99.93800,-95.73600,-95.06500,152.30500,152.30500,-0.66000,-0.66000,16.63880,0.35700,0.55520,-16.56350,-16.56350,-9.13750,-10.65020,3.86170,-0.5056,-0.5062
2022-06-30,72.53900,20.46700,-93.00600,2.53500,-90.47100,,-90.47100,-90.47100,-90.47100,-91.32400,-93.00600,148.29600,148.29600,-0.61000,-0.61000,9.51910,,,-19.97970,-19.97970,-15.16300,-19.97970,3.05140,-0.3879,-0.3954
2022-03-31,55.02300,17.50700,-72.53000,4.23600,-68.29400,,-68.29400,-68.29400,-68.29400,-70.85900,-72.53000,147.98500,147.98500,-0.46000,-0.46000,15.67330,,,-13.09570,-13.09570,-11.04100,-13.09570,3.51930,-0.45710,-0.47200
2021-12-31,47.84100,16.64900,-64.49000,5.43500,-59.05500,,-59.05500,-59.05500,-59.05500,-63.38100,-64.49000,136.57700,136.57700,-0.40000,-0.40000,13.58830,,,-10.20430,-10.20430,-8.57210,-10.20430,3.91770,-0.4338,-0.4452
2021-09-30,40.15900,14.36800,-54.52700,-7.53200,-62.05900,,-62.05900,-62.05900,-62.05900,-53.54700,-54.52700,144.02200,144.02200,-0.43000,-0.43000,21.91650,,,-9.86500,-9.86500,-8.46090,-9.86500,4.27550,-0.2301,-0.2309
2021-06-30,37.29400,13.21600,-50.51000,-2.72900,-53.23900,,-53.23900,-53.23900,-53.23900,-49.90900,-50.51000,127.48200,127.48200,-0.42000,-0.42000,11.34030,,,-18.11550,-18.11550,-13.61600,-18.11550,2.30350,-0.3572,-0.3852
2021-03-31,36.56100,14.01000,-50.57100,-0.41000,-50.98100,,-50.98100,-50.98100,-50.98100,-50.50800,-50.57100,127.22600,127.22600,-0.40000,-0.40000,10.24310,,,-14.99280,-14.99280,-12.49220,-14.99280,2.67060,-0.28620,-0.32290
2020-12-31,30.13500,11.76100,-41.89600,8.71600,-33.18000,-0.01300,-33.16700,-33.16700,-29.30600,-41.83500,-41.89600,73.64300,73.64300,-0.08000,-0.08000,13.21780,,,-8.62560,-8.62560,-7.44870,-8.62560,3.02480,-0.3968,-0.4742
2020-09-30,24.02600,10.33600,-34.36200,-4.68300,-39.04500,0.00500,-39.05000,-39.05000,-39.04000,-34.31100,-34.36200,63.27000,63.27000,-0.62000,-0.62000,0.35200,,,-780.99870,-780.99760,-25.94340,-780.99850,0.92120,-0.2837,-0.3966
2020-06-30,22.18300,12.97300,-35.15600,8.42300,-26.73300,-0.01600,-26.71700,-26.71700,-26.71700,-34.96600,-35.15600,60.94600,60.94600,-0.44000,-0.44000,4.02350,,,-534.33980,-534.34000,-17.67940,-534.33980,0.97300,-0.4358,-0.4602
2020-03-31,26.95900,10.74300,-37.70200,-15.50600,-53.20800,,-53.20800,-53.20800,-53.20800,-37.60700,-37.70200,60.94500,60.94500,-0.87000,-0.87000,,,,,,,,,-0.48330,-0.52520
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
