Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4397.00000,4397.00000,2514.00000,-430.00000,1276.00000,-631.00000,645.00000,134.00000,511.00000,511.00000,,511.00000,1358.00000,1394.00000,100.40000,102.20000,5.09000,5.00000,0.65160,0.49780,1.02640,100.00000,29.01980,31.70340,14.66910,11.62160,0.02360,0.29740,302.64730,8.94140,8.94140,0.27480,4.49030,58.78420,30.1832,29.6959
2024-06-30,4220.00000,4220.00000,2407.00000,-331.00000,1236.00000,-185.00000,1051.00000,222.00000,829.00000,829.00000,,829.00000,1374.00000,1421.00000,101.60000,103.40000,8.16000,8.02000,0.58520,0.53660,1.19830,100.00000,29.28910,33.67300,24.90520,19.64460,0.02350,0.28410,316.77010,16.60320,16.60320,0.46130,7.69370,50.72380,16.7946,16.6245
2024-03-31,4146.00000,4146.00000,2379.00000,-295.00000,1279.00000,-60.00000,1219.00000,229.00000,990.00000,990.00000,,990.00000,1369.00000,1411.00000,102.80000,104.60000,9.63000,9.46000,0.56270,0.53070,1.17200,100.00000,30.84900,34.03280,29.40180,23.87840,0.02310,0.27760,324.22570,20.29100,20.29100,0.55050,9.52290,48.96430,13.80500,13.30780
2023-12-31,3992.00000,3992.00000,2324.00000,-602.00000,815.00000,-321.00000,494.00000,117.00000,377.00000,377.00000,,377.00000,965.00000,1005.00000,105.70000,107.80000,3.65000,3.57000,0.56500,0.54010,1.21700,100.00000,20.41580,25.17540,12.37480,9.44390,0.02280,0.26430,340.56610,7.97210,7.97210,0.21520,3.66620,47.20830,19.7253,19.2696
2023-09-30,3925.00000,3925.00000,2247.00000,-120.00000,1357.00000,-240.00000,1117.00000,245.00000,872.00000,872.00000,,872.00000,1452.00000,1496.00000,104.90000,107.10000,8.31000,8.14000,0.56790,0.60170,1.56340,100.00000,34.57330,38.11470,28.45860,22.21660,0.02380,0.26470,340.02800,22.79740,22.79740,0.52800,9.07960,37.72900,8.8178,8.3416
2023-06-30,3876.00000,3876.00000,2215.00000,-327.00000,1112.00000,15.00000,1127.00000,237.00000,890.00000,890.00000,,890.00000,1238.00000,1273.00000,106.40000,108.40000,8.36000,8.21000,0.59430,0.58790,1.47600,100.00000,28.68940,32.84310,29.07640,22.96180,0.02280,0.25680,350.41020,21.81370,21.81370,0.52420,8.98900,39.69140,5.317,4.9148
2023-03-31,3742.00000,3742.00000,2163.00000,-301.00000,1052.00000,-556.00000,496.00000,79.00000,417.00000,417.00000,,417.00000,1181.00000,1216.00000,107.90000,110.00000,3.86000,3.79000,0.66210,0.58850,1.47880,100.00000,28.11330,32.49600,13.25490,11.14380,0.02250,0.24300,370.41420,10.06270,10.06270,0.25020,4.14060,39.71020,9.60000,9.22730
2022-12-31,3663.00000,3663.00000,2155.00000,-325.00000,899.00000,-82.00000,817.00000,168.00000,649.00000,649.00000,,649.00000,1092.00000,1121.00000,111.30000,113.70000,5.96000,5.82000,0.68370,0.57680,1.41600,100.00000,24.54270,30.60330,22.30410,17.71770,0.02310,0.23460,383.66090,17.06550,17.06550,0.40860,7.22150,36.12310,10.4547,9.972
2022-09-30,3484.00000,3484.00000,2123.00000,-81.00000,1065.00000,270.00000,1335.00000,274.00000,1061.00000,1061.00000,,1061.00000,1215.00000,1222.00000,110.50000,112.70000,9.60000,9.41000,0.79090,0.61590,1.66530,100.00000,30.56830,35.07460,38.31800,30.45350,0.02270,0.21710,414.50630,32.57600,32.57600,0.69190,12.51180,30.52660,12.4136,12.0299
2022-06-30,3486.00000,3486.00000,2133.00000,196.00000,1337.00000,-564.00000,773.00000,159.00000,614.00000,614.00000,,614.00000,1490.00000,1482.00000,112.30000,114.40000,5.47000,5.37000,0.89520,0.53250,1.18540,100.00000,38.35340,42.51290,22.17440,17.61330,0.02200,0.21280,423.02060,14.26580,14.26580,0.38740,6.66960,39.69050,12.3718,12.0162
