Date,revenue,gross-profit,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,101.50600,101.50600,86.76400,9.74500,-1.59500,8.15000,-2.43300,10.58300,10.58300,4.66600,15.20500,9.74500,32.99190,129.20280,0.11000,0.04000,1.14300,0.46090,0.88300,100.00000,9.60040,9.60040,8.02910,4.59680,0.08140,2.16170,41.63340,2.02370,6.53240,0.84880,1.09090,4.31820,-1.5173,-1.5153
2024-06-30,104.76000,104.76000,78.15200,22.09800,15.39200,37.49000,9.99600,27.49400,27.49400,-2.43100,27.25200,22.09800,32.46140,32.46140,-0.11000,-0.11000,1.21190,0.45950,0.86940,100.00000,21.09390,21.09390,35.78660,-2.32050,0.08420,2.34270,38.41670,5.22920,17.12440,2.20920,2.82650,4.34600,1.9011,1.899
2024-03-31,102.79000,102.79000,88.81100,8.54200,-57.18800,-48.64600,-11.84600,-36.80000,-36.80000,9.81800,14.71800,8.54200,31.34300,128.66700,0.24000,-0.05000,1.16690,0.46990,0.92350,100.00000,8.31010,8.31010,-47.32560,9.55150,0.08390,2.23990,40.18000,-7.30040,-27.34390,-3.00520,-3.87020,4.16700,0.19500,0.19410
2023-12-31,94.12600,94.12600,84.99400,4.25800,-0.18300,4.07500,3.39600,0.67900,0.67900,-4.32200,10.08100,4.25800,25.99900,25.99900,-0.21000,-0.05000,1.00450,0.45020,0.88740,100.00000,4.52370,4.52370,4.32930,-4.59170,0.07300,2.12140,42.42510,0.12450,0.39580,0.05270,0.06850,4.60410,2.4411,2.4252
2023-09-30,106.27100,106.27100,80.72000,20.27600,-37.06300,-16.78700,1.10700,-17.89400,-17.89400,0.29400,25.80800,20.27600,25.95660,25.95660,-0.04000,-0.04000,1.07060,0.43840,0.87540,100.00000,19.07950,19.07950,-15.79640,0.27670,0.08310,2.18900,41.11400,-3.13130,-9.24520,-1.39970,-1.75860,4.82290,1.3922,1.3805
2023-06-30,98.80300,98.80300,70.31600,23.36900,-18.66100,4.70800,7.46800,-2.76000,-2.76000,-4.77200,28.89000,23.36900,25.14330,25.14330,-0.24000,-0.24000,0.99650,0.42020,0.86620,100.00000,23.65210,23.65210,4.76500,-4.82980,0.07340,2.36920,37.98740,-0.44830,-1.18530,-0.20500,-0.25990,5.22140,2.7871,2.7253
2023-03-31,91.44800,91.44800,58.24300,32.11200,-105.38700,-73.27500,-5.84400,-67.43100,-67.43100,2.03400,33.40100,32.11200,25.06800,123.88200,0.03000,-0.13000,1.15850,0.41030,0.83240,100.00000,35.11500,35.11500,-80.12750,2.22420,0.06670,1.49450,60.21910,-10.50990,-26.59120,-4.91500,-6.19780,5.43780,0.10340,0.10020
2022-12-31,95.47200,95.47200,68.83500,25.92400,-0.07200,25.85200,7.61000,18.24200,18.24200,0.42300,26.81900,25.92400,23.92800,23.92800,-0.04000,-0.04000,2.55240,0.31510,0.47330,100.00000,27.15350,27.15350,27.07810,0.44310,0.08270,1.77440,50.72020,2.82240,3.11590,1.57960,1.93320,5.63040,1.991,1.882
2022-09-30,110.42400,110.42400,76.88800,32.83300,2.61100,35.44400,3.20300,32.24100,32.24100,4.13400,33.59100,32.83300,24.15700,24.15700,0.17000,0.17000,2.41510,0.30950,0.46300,100.00000,29.73360,29.73360,32.09810,3.74380,0.09360,2.08760,43.11160,4.86280,5.35880,2.73360,3.35780,5.77540,1.627,1.6011
2022-06-30,99.01900,99.01900,73.36300,24.76900,105.45000,130.21900,5.83700,124.38200,124.38200,12.94000,25.72000,24.76900,24.02910,24.02910,0.44000,0.44000,1.13260,0.17890,0.23600,100.00000,25.01440,25.01440,131.50910,13.06820,0.09500,2.89650,31.07220,18.26470,20.08910,11.93610,14.99750,5.93360,3.7475,3.756
2022-03-31,104.13400,104.13400,73.55400,29.94700,73.10300,103.05000,5.54500,97.50500,97.50500,9.77200,30.61100,29.94700,23.13800,23.13800,0.35000,0.35000,2.11750,0.18850,0.25060,100.00000,28.75810,28.75810,98.95900,9.38410,0.10600,1.85860,48.42340,15.27280,16.92770,9.92280,12.39460,5.56330,2.17780,2.16930
2021-12-31,107.31900,107.31900,78.76700,27.90100,142.70400,170.60500,4.82100,165.78400,165.78400,12.92300,28.61000,27.90100,22.51600,22.51600,0.52000,0.52000,2.63430,0.21230,0.29130,100.00000,25.99820,25.99820,158.97000,12.04170,0.12680,3.03340,29.66960,30.15700,30.90300,19.58950,23.75540,4.91570,2.4325,2.4229
2021-09-30,92.17100,92.17100,54.58400,36.88800,84.60100,121.48900,2.60700,118.88200,118.88200,10.30300,37.63300,36.88800,22.28400,22.28400,0.41000,0.41000,3.53000,0.26150,0.38280,100.00000,40.02130,40.02130,131.80830,11.17810,0.13420,2.73760,32.87500,28.43560,29.39320,17.30500,20.99980,3.73830,6.8597,6.8196
2021-06-30,71.97400,71.97400,63.61000,7.63700,76.02800,83.66500,0.42400,83.24100,83.24100,0.00000,8.44400,7.63700,,,,0.00000,1.19970,0.46580,0.96300,100.00000,10.61080,10.61080,116.24340,,0.17470,3.22620,27.89630,49.06890,53.47720,20.20560,26.21200,6.73850,0,0
2021-03-31,58.55000,58.55000,41.88300,15.91400,25.21600,41.13000,0.41000,40.72000,40.72000,0.00000,16.73000,15.91400,,,,0.00000,2.50830,0.40700,0.75540,100.00000,27.18020,27.18020,70.24770,,0.13350,2.54750,35.32830,18.90750,20.25690,9.28630,11.21200,,0.00000,
2020-12-31,71.74600,71.74600,75.95500,-5.40700,98.37300,92.96600,0.42700,92.53900,92.53900,-36.17600,-4.15500,-5.40700,,,,0.00000,2.57320,0.42300,0.81490,100.00000,-7.53630,-7.53630,129.57660,-50.42230,0.16840,2.81570,31.96400,45.93170,49.55740,21.72220,26.50150,,0,0
2020-09-30,51.35200,51.35200,14.20700,36.47300,-4.81800,31.65500,0.39700,31.25800,31.25800,0.00000,37.18600,36.47300,,,,0.00000,,,,100.00000,71.02550,71.02550,61.64320,,,,,,,,,,-2.6565,-2.6565
2020-06-30,55.14200,55.14200,29.08500,25.38500,-17.44600,7.93900,0.17000,7.76900,7.76900,3.31900,26.00000,25.38500,21.75200,21.75200,0.15000,0.15000,,,,100.00000,46.03570,46.03570,14.39740,6.01900,,,,,,,,,2.6565,2.6565
2020-03-31,53.70800,53.70800,40.61300,12.42300,22.48000,34.90300,0.01200,34.89100,34.89100,32.85700,13.04200,12.42300,,,,0.00000,,,,100.00000,23.13060,23.13060,64.98660,61.17710,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
