Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,-0.41410,0.13910,-0.10350,0.17150,-0.00350,0.16800,0.16800,0.16800,0.16800,0.18440,0.17150,4.46400,4.64900,0.03650,0.03650,35.07740,,0.00230,3.76940,3.76940,3.66210,3.76940,0.99840,0.0522,0.0522
2024-03-31,0.07800,0.13520,-0.20050,-0.41370,-0.01190,-0.42560,-0.42560,-0.42560,-0.42560,-0.40010,-0.41370,4.46400,4.46400,-0.09640,-0.09640,7.68630,,0.00610,-10.09850,-10.09850,-8.79080,-10.09850,0.94410,-0.1131,-0.1131
2023-12-31,0.90000,0.16090,-0.18680,-1.24770,0.01080,-1.23690,-1.23690,-1.23690,-1.23690,-1.23440,-1.24770,3.84300,3.84300,-0.32310,-0.32310,8.00640,,0.00900,-27.91800,-27.91800,-24.45550,-27.91800,0.99250,-0.15710,-0.15710
2023-09-30,0.81610,0.21080,-0.16010,-1.18700,0.04280,-1.14420,-1.14420,-1.14420,-1.14420,-1.17370,-1.18700,3.72000,3.72000,-0.29210,-0.29210,24.25680,,0.01110,-23.38610,-23.38610,-22.43130,-23.38610,1.29710,-0.2511,-0.2511
2023-06-30,0.78150,0.20290,-0.09280,-1.07720,-0.00750,-1.08470,-1.08470,-1.08470,-1.08470,-1.06350,-1.07720,3.77210,3.77210,-0.29010,-0.29010,11.62050,0.00180,0.01180,-18.87590,-18.87590,-17.23650,-18.84180,1.52340,-0.334,-0.334
2023-03-31,1.03360,0.27630,-0.20840,-1.51830,0.00260,-1.51570,-1.51570,-1.51570,-1.51570,-1.50490,-1.51830,3.78760,3.78760,-0.40660,-0.40660,9.82750,0.00390,0.01210,-22.91960,-22.91960,-20.53170,-22.83100,1.75320,-0.2675,-0.2675
2022-12-31,1.07620,0.46280,-0.15550,-1.69450,-0.02740,-1.72190,-1.72190,-1.72190,-1.72190,-1.68120,-1.69450,3.58700,3.58700,-0.47920,-0.47920,21.64180,0.00500,0.01140,-21.29500,-21.29500,-20.22070,-21.18960,2.16090,-0.54750,-0.54750
2022-09-30,1.92330,0.03460,-0.31790,-2.27580,0.04130,-2.23610,-2.23610,-2.23610,-2.23610,-2.27580,-2.27580,2.47040,2.47040,-0.74820,-0.74820,8.11420,0.00680,0.01330,-27.09180,-27.09700,-23.63000,-26.90810,2.34590,-0.5239,-0.5239
2022-06-30,1.60640,0.20850,-0.27020,-2.08510,0.00330,-2.08180,-2.08180,-2.08180,-2.08180,-2.08510,-2.08510,2.37260,2.37260,-0.86140,-0.86140,22.88340,,,-31.51900,-31.52650,-30.14200,-31.51910,2.78170,-0.9172,-0.9172
2022-03-31,2.95560,0.24560,-0.33410,-3.53530,-0.00810,-3.54330,-3.54330,-3.54330,-3.54330,-3.53530,-3.53530,2.36940,2.36940,-1.50020,-1.50020,11.72030,,,-41.70560,-41.71340,-38.14780,-41.70560,3.58570,-1.2059,-1.2059
2021-12-31,3.05110,0.39560,-0.38100,-3.82780,-0.02700,-3.85490,-3.85490,-3.85490,-3.85490,-3.82780,-3.82780,2.36820,2.36820,-1.62670,-1.62670,31.47600,,,-32.55420,-32.55860,-31.52010,-32.55420,4.99760,-1.65890,-1.65890
2021-06-30,2.20500,0.45400,-0.31080,-2.96980,0.09290,-2.87690,-2.87690,-2.87690,-2.87690,-2.96980,-2.96980,2.26460,2.26460,-1.26200,-1.26200,68.80090,,,-16.14030,-16.14180,-15.90570,-16.14030,7.53110,-1.7724,-1.7724
