Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,84.92930,43.47020,41.45910,1.67850,-1.91010,14.02720,27.43200,-12.88560,14.54640,14.54640,14.54640,14.54640,37.87060,27.43200,32.19400,32.19400,0.45000,0.45000,1.69150,0.59730,1.59630,48.81600,32.29970,32.29970,17.12760,17.12760,0.07750,1.66880,1.93710,46.46080,3.53300,3.53300,1.32720,1.42270,12.78890,0.2129,0.2969
2024-06-30,111.98760,42.13880,69.84890,3.60240,-2.37150,16.15090,53.69800,-14.13130,39.56670,39.56670,39.56670,39.56670,63.87490,53.69800,32.19400,32.19400,1.23000,1.23000,1.47650,0.57890,1.54590,62.37190,47.94990,47.94990,35.33130,35.33130,0.09860,1.60350,3.20730,28.06070,9.14640,9.14640,3.48540,3.85170,13.43710,1.5837,1.4997
2024-03-31,111.12330,39.49890,71.62440,4.06660,-2.32680,16.54790,55.07650,-13.52090,41.55560,41.55560,41.55560,41.55560,65.23100,55.07650,32.19400,32.19400,1.29000,1.29000,1.87330,0.59570,1.61910,64.45490,49.56340,49.56340,37.39590,37.39590,0.09680,1.66640,3.29800,27.28930,9.69930,9.69930,3.61810,3.92110,13.30810,2.30960,2.30960
2023-12-31,91.67100,,91.67100,,,,91.67100,,91.67100,91.67100,21.26000,21.26000,101.94840,91.67100,32.19400,32.19400,0.66000,0.66000,1.30610,0.60120,1.69870,100.00000,100.00000,100.00000,100.00000,23.19160,0.08120,,1.59560,56.40440,5.20910,5.20910,1.88290,2.07730,12.67730,0.1194,0.1194
2023-09-30,89.06620,39.24320,49.82290,2.16590,-2.18390,14.39730,35.42570,-15.97650,19.44920,19.44920,19.44920,19.44920,45.47310,35.42570,32.19400,32.19400,0.60000,0.60000,,,,55.93930,39.77460,39.77460,21.83680,21.83680,,,,,,,,,,1.7395,1.7489
2023-06-30,119.80730,36.99460,82.81270,2.40220,-2.96350,15.43810,67.37470,-14.43700,52.93770,52.93770,52.93770,52.93770,77.44700,67.37470,32.19400,32.19400,1.64000,1.64000,,,,69.12160,56.23590,56.23590,44.18570,44.18570,,,,,,,,,,1.024,1.0146
2023-03-31,112.55260,32.27510,80.27750,2.85860,-3.02350,15.86790,64.40960,-12.80580,51.60380,51.60380,51.60380,51.60380,74.39540,64.40960,32.19400,32.19400,1.60000,1.60000,,,,71.32440,57.22620,57.22620,45.84860,45.84860,,,,,,,,,,2.52280,2.52280
2022-12-31,110.23700,,110.23700,,,,110.23700,,110.23700,110.23700,48.42700,48.42700,110.23700,110.23700,32.19400,32.19400,1.50000,1.50000,1.66300,0.61280,1.75030,100.00000,100.00000,100.00000,100.00000,43.92990,0.09320,,2.19640,40.97540,11.46900,11.46900,4.09230,4.44090,13.11560,2.5632,-2.9844
2022-09-30,69.21300,,69.21300,,,,69.21300,,69.21300,69.21300,18.90800,18.90800,69.21300,69.21300,32.19400,32.19400,0.59000,0.59000,,,,100.00000,100.00000,100.00000,100.00000,27.31860,,,,,,,,,,0,0
2022-06-30,49.87500,,49.87500,,,,49.87500,,49.87500,49.87500,7.94200,7.94200,49.87500,49.87500,32.19400,32.19400,0.25000,0.25000,,,,100.00000,100.00000,100.00000,100.00000,15.92380,,,,,,,,,,0,0
2022-03-31,41.64800,,41.64800,,,,41.64800,,41.64800,41.64800,9.28200,9.28200,41.64800,41.64800,32.22800,32.22800,0.29000,0.29000,,,,100.00000,100.00000,100.00000,100.00000,22.28680,,,,,,,,,,0.00000,
