Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,12.51000,11.65900,0.85100,9.47200,,9.47200,-8.62100,1.42000,-7.20100,-7.20100,-7.20100,-7.20100,-7.69400,-8.62100,68.23400,68.23400,-0.10000,-0.10000,1.91800,,,6.80260,-68.91290,-68.91290,-57.56200,-57.56200,0.31070,,4.04200,22.26620,-32.45600,-33.14610,-17.88580,-32.45590,0.29310,-0.0613,-0.0614
2023-06-30,11.68900,9.83900,1.85000,16.27700,,16.27700,-14.42700,0.07100,-14.35600,-14.35600,-14.35600,-14.35600,-13.45700,-14.42700,66.59600,66.59600,-0.22000,-0.22000,2.41180,,,15.82690,-123.42370,-123.42370,-122.81630,-122.81630,0.26760,,4.09570,21.97450,-51.21840,-52.23780,-32.86030,-51.21840,0.37030,-0.0727,-0.0728
2023-03-31,12.55000,12.08100,0.46900,14.09000,,14.09000,-13.62100,-0.41900,-14.04000,-14.04000,-14.04000,-14.04000,-12.58100,-13.62100,64.07170,64.07170,-0.22000,-0.22000,3.16830,,,3.73710,-108.53390,-108.53390,-111.87250,-111.87250,0.24890,,3.22790,27.88210,-38.81990,-39.54040,-27.84000,-38.81990,0.48840,-0.17700,-0.17850
2022-12-31,21.40000,19.31800,2.08200,21.07200,,21.07200,-18.99000,-0.09200,-19.08200,-19.08200,-19.08200,-19.07200,-17.04500,-18.99000,39.87200,39.87200,-0.93000,-0.93000,3.03020,,,9.72900,-88.73830,-88.73830,-89.16820,-89.12150,0.31830,,2.51030,35.85280,-40.81620,-41.57020,-28.37980,-40.81620,0.65380,-0.474,-0.5084
2022-09-30,14.01200,10.47000,3.54200,18.40700,,18.40700,-14.86500,-115.73300,-130.59800,-130.59800,-130.59800,-130.59800,-14.29800,-14.86500,54.59050,54.59050,-2.39000,-2.39000,3.56150,,,25.27830,-106.08760,-106.08760,-932.04400,-932.04400,0.17000,,0.74560,120.70230,-214.58410,-217.97580,-158.48890,-214.58410,0.86630,0.3453,0.4423
2022-06-30,18.80500,12.87700,5.92800,11.99100,-1.07300,13.06400,-7.13600,-2.17600,-9.31200,-9.31200,-9.31200,-9.32200,-7.03800,-7.13600,20.83000,20.83000,-0.45000,-0.45000,0.08270,,,31.52350,-37.94740,-37.94740,-49.51870,-49.57190,0.10860,,,,150.68430,150.68540,-5.37820,150.68430,-1.27870,-0.7623,-0.8368
2022-03-31,15.80400,12.21100,3.59300,11.27300,,11.27300,-7.68000,-1.86200,-9.54200,-9.54200,-9.54200,-9.54200,-7.11500,-7.68000,20.64000,20.64000,-0.46000,-0.46000,0.15310,,,22.73480,-48.59530,-48.59530,-60.37710,-60.37710,0.09130,,,,113.49590,113.49600,-5.51260,113.49590,-1.73980,-0.47040,-0.56260
2021-12-31,40.35900,32.47300,7.88600,30.91300,,30.39220,-22.50620,-1.99470,-24.50090,-24.50090,-24.50090,-24.50090,-22.16020,-22.50620,19.18800,19.18800,-1.29000,-1.29000,0.86390,-1.96410,-0.69210,19.53960,-55.76510,-55.76510,-60.70750,-60.70750,1.08880,5412.16700,6.44100,13.97310,22.91330,22.75620,-66.09730,67.91660,-5.67500,-0.2493,-0.272
2021-09-30,12.49300,11.40300,1.09000,9.51700,,9.51700,-8.42700,-1.52800,-9.95500,-9.95500,-9.95500,-9.95500,-8.42700,-8.42700,19.94960,19.94960,-0.50000,-0.50000,0.68240,,,8.72490,-67.45380,-67.45380,-79.68460,-79.68460,0.07200,,,,199.81760,199.81770,-5.74120,199.81760,-1.14980,-0.784,-0.7993
2021-06-30,,,,,-0.34070,,-0.34070,-1.48180,-1.82250,-1.82250,-1.82250,-1.82250,-0.34070,-0.34070,4.31300,4.31300,-0.08000,-0.08000,4.08480,,,,,,,,,,,,-36.44930,-36.44950,-1.05030,-36.44930,0.83880,-0.0505,-0.0505
2021-03-31,,,,,-0.18010,,-0.18010,-0.40750,-0.58760,-0.58760,-0.58760,-0.58760,-0.18010,-0.18010,4.31300,4.31300,-0.05000,-0.05000,13.51770,,,,,,,,,,,,-11.75200,-11.75200,-0.33820,-11.75200,0.86610,-0.22850,-0.22850
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-09-30,,,,,-0.00050,,-0.00050,,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,-0.00050,,,0.00000,0.00000,,,,,,,,,,,,,,,,,,0,0
