Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,1.01580,1.91340,-2.92920,1.91970,-1.00950,,-1.00950,-1.00950,-1.00950,-2.38280,-2.92920,5.81440,5.81440,-0.17000,-0.17000,5.58120,0.00180,0.00370,,,,,,,,,-12.52740,-12.92640,-10.32460,-12.50530,1.05670,4.0279,4.1449
2024-06-30,0.00750,0.00750,1.11860,1.54920,-2.66030,0.02830,-2.63200,,-2.63200,-2.63200,-2.63200,-2.54540,-2.66030,0.96010,0.96010,-2.74000,-2.74000,0.76810,0.01050,0.01950,100.00000,-35470.40000,-35470.40000,-35093.24000,-35093.24000,0.00190,0.06700,1342.74000,-152.47630,-174.93720,-67.79030,-150.87420,1.79810,-0.8397,-0.8813
2024-03-31,,,1.47300,1.48850,-2.96150,0.02860,-2.93290,,-2.93290,-2.93290,-2.93290,-2.84750,-2.96150,0.67210,0.67210,-4.50450,-4.50450,2.80310,0.00510,0.00860,,,,,,,,,-67.82450,-71.37480,-48.33350,-67.47650,4.50810,-4.49490,-4.61560
2023-12-31,0.09000,0.09000,1.67660,1.04980,-2.63630,0.19010,-2.44620,0.00760,-2.45380,-2.45380,-2.45380,-2.52780,-2.63630,0.23060,0.23060,110.78510,110.78510,1.58160,0.00890,0.01400,100.00000,-2929.25100,-2929.25200,-2717.99000,-2726.42700,0.01760,0.40270,223.47400,-84.23150,-90.80470,-47.96780,-83.48150,7.22870,-19.9686,-20.7083
2023-09-30,0.31070,0.31070,0.54850,1.75590,-1.99370,0.05040,-1.94330,,-1.94330,-1.94330,-1.94330,-1.52990,-1.99370,0.40330,0.40330,-4.82000,-4.82000,3.34580,0.00560,0.00830,100.00000,-641.69040,-641.69040,-625.45510,-625.45510,0.04150,5.72750,15.71370,-36.44520,-37.58890,-25.94430,-36.24160,13.23550,30.3661,31.9894
2023-06-30,0.17200,0.17200,0.75500,0.84460,-1.42760,-3.00190,-4.42950,,-4.42950,-4.42950,-5.07280,-1.32640,-1.42760,0.07160,0.07160,-70.83000,-70.83000,3.92970,,,100.00000,-829.99420,-829.99420,-2575.30700,-2949.29900,0.01750,0.34310,262.30180,-61.21260,-63.32670,-45.06340,-61.21260,17.96220,-5.2151,-5.1221
2023-03-31,0.11330,0.11330,0.82900,0.84300,-1.55870,-0.88870,-2.44750,0.00970,-2.45720,-2.45720,-3.16930,-1.45540,-1.55870,0.03510,0.03510,-90.09010,-90.09010,,,,100.00000,-1375.77000,-1375.77000,-2160.16300,-2797.22900,,,,,,,,,-37.11160,-39.46840
2022-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,175.743,182.5707
2022-09-30,0.04850,0.04850,1.36440,1.05460,-2.37050,-0.04720,-2.41760,,-2.41760,-2.41760,-3.10990,-2.26480,-2.37050,0.03510,0.03510,-88.58860,-88.58860,,,,100.00000,-4887.52500,-4887.52500,-4984.78300,-6412.09400,,,,,,,,,-59.3277,-60.3843
2022-06-30,0.08500,0.08500,1.50540,0.66790,-2.08840,0.19820,-1.89020,,-1.89020,-1.89020,-2.58240,-2.08840,-2.08840,0.03510,0.03510,-73.57360,-73.57360,,,,100.00000,-2456.92600,-2456.92600,-2223.70900,-3038.11600,,,,,,,,,-116.4153,-122.1864
