Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.31490,1.09730,-2.41210,0.21140,-2.20070,-2.20070,-2.20070,-2.20070,-2.35240,-2.41210,25.93300,25.93300,-0.08000,-0.08000,3.44770,-115.90630,-115.90660,-89.17300,-115.90660,0.07320,-0.06520,-0.06520
2024-06-30,0.46770,0.87270,-1.34040,-0.00960,-1.35000,-1.35000,-1.35000,-1.35000,-1.28070,-1.34040,25.82200,25.82200,-0.05000,-0.05000,13.46210,-35.40880,-35.40870,-33.14340,-35.40870,0.14700,-0.0805,-0.0805
2024-03-31,0.74830,0.91590,-1.66430,0.01070,-1.65350,-1.65350,-1.65350,-1.65350,-1.60460,-1.66430,25.93320,25.93320,-0.06000,-0.06000,5.31590,-33.16830,-33.16830,-27.57910,-33.16830,0.19220,-0.0567,-0.0567
2023-12-31,1.06270,1.69780,-2.76050,0.04310,-2.71740,-2.71740,-2.71740,-2.71740,-2.76050,-2.76050,25.79000,25.79000,-0.11000,-0.11000,6.72510,-41.88810,-41.88810,-36.22790,-41.88810,0.25020,-0.0697,-0.0697
2023-09-30,1.27020,1.27350,-2.54370,0.06290,-2.48080,-2.48080,-2.48080,-2.48080,-2.54370,-2.54370,25.63300,25.63300,-0.10000,-0.10000,12.62680,-29.77710,-29.77710,-27.41880,-29.77710,0.32500,-0.10640,-0.10640
2023-06-30,1.41720,1.07720,-2.49440,-0.00120,-2.49560,-2.49560,-2.49560,-2.49560,-2.49440,-2.49440,25.07400,25.07400,-0.10000,-0.10000,10.91890,-23.54020,-23.54020,-21.38430,-23.54020,0.41360,-0.1196,-0.1196
2023-03-31,1.08930,1.77470,-2.86400,0.06610,-2.79800,-2.79800,-2.79800,-2.79800,-2.86400,-2.86400,25.63320,25.63320,-0.11000,-0.11000,9.67930,-21.62010,-21.62010,-19.38650,-21.62010,0.50490,-0.0855,-0.0855
2022-12-31,1.86990,1.94320,-3.81310,-0.01380,-3.82700,-3.82700,-3.82700,-3.82700,-3.81310,-3.81310,25.63300,25.63300,-0.15000,-0.15000,12.30560,-24.66480,-24.66480,-22.66040,-24.66480,0.60530,-0.0942,-0.0942
2022-09-30,1.22380,1.38830,-2.61200,0.00020,-2.61180,-2.61180,-2.61180,-2.61180,-2.61200,-2.61200,23.41600,23.41600,-0.11000,-0.11000,28.38150,-13.66220,-13.66220,-13.18090,-13.66220,0.74580,-0.08690,-0.08690
2022-06-30,1.11810,1.20730,-2.32550,0.00270,-2.32270,-2.32270,-2.32270,-2.32270,-2.32550,-2.32550,23.34500,23.34500,-0.09000,-0.09000,30.39710,-15.41620,-15.41620,-14.90900,-15.41620,0.64540,-0.0856,-0.0856
2022-03-31,0.91540,0.96430,-1.87960,0.00320,-1.87650,-1.87650,-1.87650,-1.87650,-1.87960,-1.87960,23.34500,23.34500,-0.08000,-0.08000,201.08500,-10.93360,-10.93360,-10.87920,-10.93360,0.73520,-0.0626,-0.0626
2021-12-31,0.21290,0.85820,-1.07110,-0.00190,-1.07300,-1.07300,-1.07300,-1.07300,-1.07110,-1.07110,23.34500,23.34500,-0.05000,-0.05000,379.70270,-5.67300,-5.67300,-5.65810,-5.67300,0.81020,-0.0514,-0.0514
2021-09-30,0.71510,0.83980,-1.55490,0.00150,-1.55340,-1.55340,-1.55340,-1.55340,-1.55490,-1.55490,23.34500,23.34500,-0.07000,-0.07000,33.73400,-7.80890,-7.80890,-7.57740,-7.80890,0.85210,-0.03330,-0.03330
2021-06-30,1.80670,0.67840,-2.48510,-26.62680,-29.11200,-29.11200,-29.11200,-29.11200,-2.48510,-2.48510,18.29300,18.29300,-1.59000,-1.59000,89.61310,-135.96210,-135.96210,-134.44480,-135.96210,0.91720,-0.1605,-0.1605
2021-03-31,0.27300,0.27910,-0.55210,-0.00370,-0.55580,-0.55580,-0.55580,-8.76420,-0.55210,-0.55210,12.98300,12.98300,-0.68000,-0.68000,,,,,,,-0.0638,-0.0638
2020-12-31,0.17000,0.15460,-0.32460,-0.00400,-0.32860,-0.32860,-0.32860,-0.32860,-0.32460,-0.32460,12.98300,12.98300,-0.03000,-0.03000,,,,,,,-0.0308,-0.0308
2020-09-30,0.02030,0.23210,-0.25230,-0.00400,-0.25640,-0.25640,-0.25640,-0.25640,-0.25230,-0.25230,12.00000,12.00000,-0.02000,-0.02000,,,,,,,-0.01120,-0.01120
2020-06-30,,,,,,,,,,,,,,0.00000,,,,,,,0,0
